Iteration,Timestamp,base_concentration,current_density,applied_charge,substrate_concentration,salt_concentration,Measurement #,Value
0,2026-03-10 11:25:51,223.767093915506,7.172638144096798,2.0905331519297654,69.66721003727034,114.81838824139476,1,43.1371803
0,2026-03-10 11:25:51,223.767093915506,7.172638144096798,2.0905331519297654,69.66721003727034,114.81838824139476,2,43.781086
0,2026-03-10 11:25:51,223.767093915506,7.172638144096798,2.0905331519297654,69.66721003727034,114.81838824139476,3,44.013073
0,2026-03-10 11:32:56,179.02489406547022,8.587313935924996,2.02064701920683,35.438037657872286,278.7822324510323,1,19.7976131
0,2026-03-10 11:32:56,179.02489406547022,8.587313935924996,2.02064701920683,35.438037657872286,278.7822324510323,2,19.98036
0,2026-03-10 11:32:56,179.02489406547022,8.587313935924996,2.02064701920683,35.438037657872286,278.7822324510323,3,20.1469135
0,2026-03-10 11:47:33,130.4455880796141,4.532097038592798,1.9083620774503895,56.54289492067548,227.57885436337142,1,28.6368408
0,2026-03-10 11:47:33,130.4455880796141,4.532097038592798,1.9083620774503895,56.54289492067548,227.57885436337142,2,28.9413338
0,2026-03-10 11:47:33,130.4455880796141,4.532097038592798,1.9083620774503895,56.54289492067548,227.57885436337142,3,28.6275024
0,2026-03-10 12:00:14,294.3439167964553,5.644957629079098,2.125105380488334,52.783834970737615,178.70038929736842,1,30.6036911
0,2026-03-10 12:00:14,294.3439167964553,5.644957629079098,2.125105380488334,52.783834970737615,178.70038929736842,2,29.239027
0,2026-03-10 12:00:14,294.3439167964553,5.644957629079098,2.125105380488334,52.783834970737615,178.70038929736842,3,30.5283775
0,2026-03-10 12:06:24,207.89472116237454,9.912117986618322,1.8662104937594066,26.946387078519674,193.0330143255261,1,11.6843719
0,2026-03-10 12:06:24,207.89472116237454,9.912117986618322,1.8662104937594066,26.946387078519674,193.0330143255261,2,11.7253075
0,2026-03-10 12:06:24,207.89472116237454,9.912117986618322,1.8662104937594066,26.946387078519674,193.0330143255261,3,12.7849941
0,2026-03-10 12:06:24,207.89472116237454,9.912117986618322,1.8662104937594066,26.946387078519674,193.0330143255261,4,13.1078835
0,2026-03-10 12:06:24,207.89472116237454,9.912117986618322,1.8662104937594066,26.946387078519674,193.0330143255261,5,13.4076138
0,2026-03-10 12:19:18,223.767093915506,7.172638144096798,2.0905331519297654,69.66721003727034,114.81838824139476,1,42.2654457
0,2026-03-10 12:19:18,223.767093915506,7.172638144096798,2.0905331519297654,69.66721003727034,114.81838824139476,2,43.7655525
0,2026-03-10 12:19:18,223.767093915506,7.172638144096798,2.0905331519297654,69.66721003727034,114.81838824139476,3,42.4869843
0,2026-03-10 12:26:24,179.02489406547022,8.587313935924996,2.02064701920683,35.438037657872286,278.7822324510323,1,19.5466042
0,2026-03-10 12:26:24,179.02489406547022,8.587313935924996,2.02064701920683,35.438037657872286,278.7822324510323,2,20.6898842
0,2026-03-10 12:26:24,179.02489406547022,8.587313935924996,2.02064701920683,35.438037657872286,278.7822324510323,3,20.5164738
0,2026-03-10 12:41:00,130.4455880796141,4.532097038592798,1.9083620774503895,56.54289492067548,227.57885436337142,1,31.9043522
0,2026-03-10 12:41:00,130.4455880796141,4.532097038592798,1.9083620774503895,56.54289492067548,227.57885436337142,2,31.8667164
0,2026-03-10 12:41:00,130.4455880796141,4.532097038592798,1.9083620774503895,56.54289492067548,227.57885436337142,3,32.1758614
0,2026-03-10 12:50:34,134.56963733803863,4.64724597392975,2.1829456267518283,28.618726450959187,216.61407877491862,1,14.3405304
0,2026-03-10 12:50:34,134.56963733803863,4.64724597392975,2.1829456267518283,28.618726450959187,216.61407877491862,2,14.844409
0,2026-03-10 12:50:34,134.56963733803863,4.64724597392975,2.1829456267518283,28.618726450959187,216.61407877491862,3,15.3718262
0,2026-03-10 13:00:32,200.0,7.0,2.0,50.0,200.0,1,26.4403324
0,2026-03-10 13:00:32,200.0,7.0,2.0,50.0,200.0,2,27.0976925
0,2026-03-10 13:00:32,200.0,7.0,2.0,50.0,200.0,3,27.513916
0,2026-03-10 13:10:48,220.8635045011377,4.230810083596805,1.9799199316317264,30.331991395216374,161.0349949120777,1,19.2980232
0,2026-03-10 13:10:48,220.8635045011377,4.230810083596805,1.9799199316317264,30.331991395216374,161.0349949120777,2,19.9299812
0,2026-03-10 13:10:48,220.8635045011377,4.230810083596805,1.9799199316317264,30.331991395216374,161.0349949120777,3,21.0371552
0,2026-03-10 13:10:48,220.8635045011377,4.230810083596805,1.9799199316317264,30.331991395216374,161.0349949120777,4,20.3529911
0,2026-03-10 13:20:03,140.09714675554557,7.708423717460086,2.103217531888114,44.312739002041624,149.55297539145943,1,23.4103317
0,2026-03-10 13:20:03,140.09714675554557,7.708423717460086,2.103217531888114,44.312739002041624,149.55297539145943,2,24.7973995
0,2026-03-10 13:20:03,140.09714675554557,7.708423717460086,2.103217531888114,44.312739002041624,149.55297539145943,3,26.0331535
0,2026-03-10 13:20:03,140.09714675554557,7.708423717460086,2.103217531888114,44.312739002041624,149.55297539145943,4,26.5220528
0,2026-03-10 13:34:05,255.1300609545462,5.904722278976073,1.8455432220576986,70.11878253228593,293.70429238732265,1,30.9588699
0,2026-03-10 13:34:05,255.1300609545462,5.904722278976073,1.8455432220576986,70.11878253228593,293.70429238732265,2,32.9087296
0,2026-03-10 13:34:05,255.1300609545462,5.904722278976073,1.8455432220576986,70.11878253228593,293.70429238732265,3,33.2664528
0,2026-03-10 13:34:05,255.1300609545462,5.904722278976073,1.8455432220576986,70.11878253228593,293.70429238732265,4,34.062336
0,2026-03-10 13:44:04,200.0,7.0,2.0,50.0,200.0,1,29.8392773
0,2026-03-10 13:44:04,200.0,7.0,2.0,50.0,200.0,2,29.6430416
0,2026-03-10 13:44:04,200.0,7.0,2.0,50.0,200.0,3,31.145422
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,1,40.4109192
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,2,41.0266457
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,3,37.3709869
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,4,37.5770645
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,5,40.7723694
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,6,41.0937424
0,2026-03-10 13:54:47,209.72090499121748,9.697773245697542,1.8275904739377635,69.26815086573367,128.37149582722907,7,40.9137077
0,2026-03-10 14:07:26,222.35754103012852,4.0,1.9829351326590214,39.829892812075144,153.34915349765,1,25.7660561
0,2026-03-10 14:07:26,222.35754103012852,4.0,1.9829351326590214,39.829892812075144,153.34915349765,2,24.9997425
0,2026-03-10 14:07:26,222.35754103012852,4.0,1.9829351326590214,39.829892812075144,153.34915349765,3,26.5507221
0,2026-03-10 14:13:44,194.03422579957265,8.830552611217971,1.9659170955138672,26.988843889840425,186.9693442932931,1,12.9075394
0,2026-03-10 14:13:44,194.03422579957265,8.830552611217971,1.9659170955138672,26.988843889840425,186.9693442932931,2,13.9578543
0,2026-03-10 14:13:44,194.03422579957265,8.830552611217971,1.9659170955138672,26.988843889840425,186.9693442932931,3,13.6280422
0,2026-03-10 14:13:44,194.03422579957265,8.830552611217971,1.9659170955138672,26.988843889840425,186.9693442932931,4,14.2141275
0,2026-03-10 14:24:22,200.0,7.0,2.0,50.0,200.0,1,27.0823326
0,2026-03-10 14:24:22,200.0,7.0,2.0,50.0,200.0,2,21.3931293
0,2026-03-10 14:24:22,200.0,7.0,2.0,50.0,200.0,3,32.9319801
0,2026-03-10 14:24:22,200.0,7.0,2.0,50.0,200.0,4,32.9319801
0,2026-03-10 14:24:22,200.0,7.0,2.0,50.0,200.0,5,31.9059429
0,2026-03-10 14:43:04,246.18959329201346,4.165814482672964,2.175877103570601,61.74001988475289,161.24372656256355,1,37.5128937
0,2026-03-10 14:43:04,246.18959329201346,4.165814482672964,2.175877103570601,61.74001988475289,161.24372656256355,2,37.4714546
0,2026-03-10 14:43:04,246.18959329201346,4.165814482672964,2.175877103570601,61.74001988475289,161.24372656256355,3,38.2723656
0,2026-03-10 14:48:30,242.65248041597613,9.335345033240866,1.827071975162451,25.0,159.4219394006752,1,11.7519979
0,2026-03-10 14:48:30,242.65248041597613,9.335345033240866,1.827071975162451,25.0,159.4219394006752,2,11.7697744
0,2026-03-10 14:48:30,242.65248041597613,9.335345033240866,1.827071975162451,25.0,159.4219394006752,3,11.9103298
0,2026-03-10 14:57:02,215.7405150456609,4.042255009363669,1.8234522788790326,25.0,171.0353477906529,1,14.4301424
0,2026-03-10 14:57:02,215.7405150456609,4.042255009363669,1.8234522788790326,25.0,171.0353477906529,2,13.6224089
0,2026-03-10 14:57:02,215.7405150456609,4.042255009363669,1.8234522788790326,25.0,171.0353477906529,3,14.4902725
0,2026-03-10 15:07:01,200.0,7.0,2.0,50.0,200.0,1,25.8877182
0,2026-03-10 15:07:01,200.0,7.0,2.0,50.0,200.0,2,27.117197
0,2026-03-10 15:07:01,200.0,7.0,2.0,50.0,200.0,3,27.2649918
0,2026-03-10 15:16:04,138.54776825255522,4.0,1.9869448066603514,25.0,287.0647769301762,1,14.5245094
0,2026-03-10 15:16:04,138.54776825255522,4.0,1.9869448066603514,25.0,287.0647769301762,2,13.6570024
0,2026-03-10 15:16:04,138.54776825255522,4.0,1.9869448066603514,25.0,287.0647769301762,3,14.2788134
0,2026-03-10 15:25:56,248.33084740623258,4.016381804054134,1.9828856635080334,27.04877856206113,134.84192201069084,1,13.6975641
0,2026-03-10 15:25:56,248.33084740623258,4.016381804054134,1.9828856635080334,27.04877856206113,134.84192201069084,2,16.1271095
0,2026-03-10 15:25:56,248.33084740623258,4.016381804054134,1.9828856635080334,27.04877856206113,134.84192201069084,3,16.0282688
0,2026-03-10 15:25:56,248.33084740623258,4.016381804054134,1.9828856635080334,27.04877856206113,134.84192201069084,4,16.2737637
0,2026-03-10 15:36:04,204.16363906927646,4.193184147097464,2.017620906080875,27.407022071879094,164.9749583829652,1,15.0869684
0,2026-03-10 15:36:04,204.16363906927646,4.193184147097464,2.017620906080875,27.407022071879094,164.9749583829652,2,15.7918434
0,2026-03-10 15:36:04,204.16363906927646,4.193184147097464,2.017620906080875,27.407022071879094,164.9749583829652,3,17.1067944
0,2026-03-10 15:36:04,204.16363906927646,4.193184147097464,2.017620906080875,27.407022071879094,164.9749583829652,4,16.3051662
0,2026-03-10 15:36:04,204.16363906927646,4.193184147097464,2.017620906080875,27.407022071879094,164.9749583829652,5,17.3013439
0,2026-03-10 15:46:02,200.0,7.0,2.0,50.0,200.0,1,25.6917229
0,2026-03-10 15:46:02,200.0,7.0,2.0,50.0,200.0,2,26.6135674
0,2026-03-10 15:46:02,200.0,7.0,2.0,50.0,200.0,3,27.3106022
0,2026-03-10 15:56:33,230.54339419697115,4.397300007256327,2.001977550277756,33.78764900978755,173.30754215021864,1,21.4457703
0,2026-03-10 15:56:33,230.54339419697115,4.397300007256327,2.001977550277756,33.78764900978755,173.30754215021864,2,21.098772
0,2026-03-10 15:56:33,230.54339419697115,4.397300007256327,2.001977550277756,33.78764900978755,173.30754215021864,3,21.0275383
0,2026-03-10 16:05:36,183.47145164935318,4.176750717920229,1.959573578899438,26.360328308410118,163.53175718440008,1,15.615304
0,2026-03-10 16:05:36,183.47145164935318,4.176750717920229,1.959573578899438,26.360328308410118,163.53175718440008,2,16.0061131
0,2026-03-10 16:05:36,183.47145164935318,4.176750717920229,1.959573578899438,26.360328308410118,163.53175718440008,3,16.5879898
