Iteration,Timestamp,flow_rate,base_concentration,total_current,substrate_concentration,salt_concentration,Measurement #,Value
0,2026-03-05 17:01:13,0.9118175322709956,284.96779404185605,256.07900196125223,141.30880250051825,85.30318348817696,3,49.8994446
0,2026-03-05 17:13:49,0.5656899341464968,194.14293072490406,330.6163566913588,59.6410418371602,495.6984285227713,1,6.35504198
0,2026-03-05 17:13:49,0.5656899341464968,194.14293072490406,330.6163566913588,59.6410418371602,495.6984285227713,2,5.26818419
0,2026-03-05 17:13:49,0.5656899341464968,194.14293072490406,330.6163566913588,59.6410418371602,495.6984285227713,3,4.8053298
0,2026-03-05 17:13:49,0.5656899341464968,194.14293072490406,330.6163566913588,59.6410418371602,495.6984285227713,4,4.22227621
0,2026-03-05 17:22:17,0.9631040373774066,61.62435137090523,318.73434778464724,132.5401415073099,192.7555858950563,1,60.4614677
0,2026-03-05 17:22:17,0.9631040373774066,61.62435137090523,318.73434778464724,132.5401415073099,192.7555858950563,2,60.9183922
0,2026-03-05 17:22:17,0.9631040373774066,61.62435137090523,318.73434778464724,132.5401415073099,192.7555858950563,3,61.5800171
0,2026-03-05 17:32:15,0.7926127832357921,328.6498431179073,74.29169345639059,92.01008059431918,71.5838886785281,1,18.5306053
0,2026-03-05 17:32:15,0.7926127832357921,328.6498431179073,74.29169345639059,92.01008059431918,71.5838886785281,2,22.328474
0,2026-03-05 17:32:15,0.7926127832357921,328.6498431179073,74.29169345639059,92.01008059431918,71.5838886785281,3,21.720068
0,2026-03-05 17:32:15,0.7926127832357921,328.6498431179073,74.29169345639059,92.01008059431918,71.5838886785281,4,21.6212196
0,2026-03-05 17:45:43,0.5,500.0,226.12715071558105,55.941902130443346,168.98392272905733,1,12.0396833
0,2026-03-05 17:45:43,0.5,500.0,226.12715071558105,55.941902130443346,168.98392272905733,2,12.4309378
0,2026-03-05 17:45:43,0.5,500.0,226.12715071558105,55.941902130443346,168.98392272905733,3,12.7398129
0,2026-03-05 17:55:09,0.8160222991695438,500.0,253.33342358252708,88.30000224199745,50.0,1,37.697834
0,2026-03-05 17:55:09,0.8160222991695438,500.0,253.33342358252708,88.30000224199745,50.0,2,37.0651169
0,2026-03-05 17:55:09,0.8160222991695438,500.0,253.33342358252708,88.30000224199745,50.0,3,36.5934029
0,2026-03-05 18:03:50,0.9837737828728699,214.95768374846566,211.32795314909123,50.0,252.50381646093092,1,24.9202194
0,2026-03-05 18:03:50,0.9837737828728699,214.95768374846566,211.32795314909123,50.0,252.50381646093092,2,29.545002
0,2026-03-05 18:03:50,0.9837737828728699,214.95768374846566,211.32795314909123,50.0,252.50381646093092,3,30.6991825
0,2026-03-05 18:03:50,0.9837737828728699,214.95768374846566,211.32795314909123,50.0,252.50381646093092,4,29.7335987
0,2026-03-05 18:12:06,1.0,320.14498375679807,153.83534231228907,50.0,50.0,1,32.5052109
0,2026-03-05 18:12:06,1.0,320.14498375679807,153.83534231228907,50.0,50.0,2,33.1750946
0,2026-03-05 18:12:06,1.0,320.14498375679807,153.83534231228907,50.0,50.0,3,32.053009
0,2026-03-05 18:21:02,1.0,500.0,81.33666847241983,50.0,500.0,1,8.78583908
0,2026-03-05 18:21:02,1.0,500.0,81.33666847241983,50.0,500.0,2,8.99682999
0,2026-03-05 18:21:02,1.0,500.0,81.33666847241983,50.0,500.0,3,10.5872049
0,2026-03-05 18:21:02,1.0,500.0,81.33666847241983,50.0,500.0,4,10.5391979
0,2026-03-05 18:21:02,1.0,500.0,81.33666847241983,50.0,500.0,5,10.42383
0,2026-03-05 18:29:19,1.0,50.0,190.11995000806021,50.0,50.0,1,28.6275635
0,2026-03-05 18:29:19,1.0,50.0,190.11995000806021,50.0,50.0,2,30.0916348
0,2026-03-05 18:29:19,1.0,50.0,190.11995000806021,50.0,50.0,3,29.2631416
0,2026-03-05 18:37:35,1.0,500.0,184.04430887439977,50.0,50.0,1,30.6969986
0,2026-03-05 18:37:35,1.0,500.0,184.04430887439977,50.0,50.0,2,30.8094978
0,2026-03-05 18:37:35,1.0,500.0,184.04430887439977,50.0,50.0,3,30.2842979
0,2026-03-05 18:45:52,1.0,500.0,283.4886697678821,50.0,500.0,1,19.2355957
0,2026-03-05 18:45:52,1.0,500.0,283.4886697678821,50.0,500.0,2,19.2414703
0,2026-03-05 18:45:52,1.0,500.0,283.4886697678821,50.0,500.0,3,19.2448273
0,2026-03-05 18:54:08,1.0,500.0,152.32908246087652,50.0,133.32455261842563,1,28.3003235
0,2026-03-05 18:54:08,1.0,500.0,152.32908246087652,50.0,133.32455261842563,2,29.4654903
0,2026-03-05 18:54:08,1.0,500.0,152.32908246087652,50.0,133.32455261842563,3,30.1624775
